id,job_id,title,sector,employer,country,closing_date,summary
3374,45420,Site Clerk,Construction,"B.L. HARBERT INTERNATIONAL, L.L.C",Mauritius,31.07.2025,"Administrative and Clerical Support:Record Keeping:Maintaining accurate and up-to-date records of mechanical drawings, specifications, instructions, and variation records.Document Management:Organizing and managing documents related to mechanical engineering projects, including reports, correspondence, and technical data.Communication:Facilitating communication between engineers, contractors, and other stakeholders, including scheduling meetings and preparing reports.Procurement:Assisting with the procurement of mechanical parts and materials, including obtaining quotes, preparing purchase orders, and tracking inventory.Inventory Management:Maintaining records of mechanical parts, tools, and equipment, including physical counts and computerized inventory systems.Technical Support:Quality Control:Monitoring the quality of work during installation and construction, ensuring it complies with specifications and standards.Testing and Commissioning:Witnessing and recording tests and commissioning activities related to mechanical systems, ensuring they meet requirements.Site Inspections:Conducting regular site inspections to assess the progress and quality of work, identifying any issues or deviations from plans.Technical Documentation:Assisting in the preparation of technical documentation, including reports, specifications, and operation and maintenance manuals"
3376,45418,Chef de Rayon,Trade,SOFLO DISTRIBUTION LTD,Mauritius,31.08.2025,"To manage a sales area within a store, ensuring organization, stock management, and customer satisfaction. They also supervise a team of salespeople and contribute to achieving commercial objectives. Their activities include product placement, managing promotions, tracking sales, and analysing results."
3388,45406,Electrician,Manufacturing-Metal Products,FURNICON LTD,Mauritius,31.08.2025,Electrician
3389,45405,"Driver, Private Car",Manufacturing-Metal Products,FURNICON LTD,Mauritius,31.08.2025,Driver
3390,45404,Welder,Manufacturing-Metal Products,FURNICON LTD,Mauritius,31.08.2025,Welder task relatedSend CV or message on whatsapp 5714-4444
3391,45403,Cleaner,Manufacturing-Metal Products,FURNICON LTD,Mauritius,31.08.2025,"The Office Cleaner is responsible for maintaining a clean, orderly, and hygienic environment within office premises. Duties include sweeping, mopping, dusting, emptying trash bins, cleaning restrooms, and ensuring that all areas such as workspaces, meeting rooms, and common areas remain neat and sanitized."
3392,45402,Store Clerk,Manufacturing-Metal Products,FURNICON LTD,Mauritius,31.08.2025,"he Storekeeper is responsible for managing inventory, receiving and issuing goods, and ensuring proper storage and record-keeping of stock. This role involves maintaining accurate stock levels, organizing the storage area, preparing inventory reports, and coordinating with other departments for stock requirements. The Storekeeper ensures that all materials are stored securely and in compliance with company procedures and safety standards."
3393,45401,Administrative Clerk,Manufacturing-Metal Products,FURNICON LTD,Mauritius,31.08.2025,"The Administrative Clerk provides essential administrative and clerical support to ensure efficient operation of the office. Responsibilities include handling office tasks such as filing, data entry, scheduling, preparing documents, managing correspondence, and assisting both staff and clients."
3395,45399,Regulatory Affairs Officer,Human Health & Social work activities,CAP RESEARCH LTD,Mauritius,31.07.2025,"We are seeking a detail-oriented and organized Regulatory Assistant to support regulatory and ethics submissions and maintain documentation required for the approval and conduct of clinical trials. The Regulatory Assistant will play a key role in ensuring compliance with local, national, and international regulations and guidelines governing clinical research. The Regulatory Assistant  will support and report to the Project Manager in these tasks and liaise with the representatives of the sponsor of the clinical trials and other stakeholders accordingly."
2948,45389,Technical Sales Representative,Telecommunication,GLOBALCOM CO LTD,Mauritius,31.08.2025,"We are looking for a dynamic and self-driven Technical Sales Representative to promote and sell our range of ICT-related products and services. The ideal candidate is sales-oriented, tech-savvy, and thrives in a fast-paced environment."
2950,45387,Carpenter,Construction,LAVAL SWAMBAR CO LTD,Mauritius,31.08.2025,"We are currently looking for a motivated and hardworking Carpenter to join our team. Whether you’re just starting out or already have experience in the field, we welcome your application. You will assist in the construction, installation, and repair of wooden structures and fittings, including doors, windows, cabinetry, and furniture.Requirements:Basic understanding of tools and measurementsWillingness to learn and follow instructionsPhysically fit and able to work in a construction or workshop environmentPositive attitude and team spiritExperience:No prior experience required — full training will be providedCandidates with experience will be renumerated according to skill and years of experience"
2188,45318,Office Attendant,Banking & Finance,TOUKAN CORPORATE SERVICES LIMITED,Mauritius,29.08.2025,"We are seeking a reliable and proactive office attendant with a valid driving license to support daily office operations. The ideal candidate will assist with clerical tasks, maintain office cleanliness, and handle transportation duties such as delivering documents or picking up supplies."
333,45309,Legal Officer,BPO/ICT,INTERNATIONAL SOS AFRICAN SERVICES LTD,Mauritius,29.08.2025,"Business Unit Overview: Provides corporate secretarial advice and support, maintains statutory records, ensures compliance with local laws, supports audits, manages agreements, and oversees the group incentive scheme.Overall, Purpose: Ensures legal and regulatory compliance for companies in Africa, MENA, Russia, and Kazakhstan. ? Acts as a communication focal point for Boards of Directors and manages corporate matters like mergers, acquisitions, and restructurings. ?"
20,45257,Nurse Practitioner,BPO/ICT,INTERNATIONAL SOS AFRICAN SERVICES LTD,Mauritius,01.09.2025,"The Coordinating Nurse position is a non-bedside nursing role in a dynamic international setting. You will perform robust telephonic medical assessments of patients, offer personalized advice and referrals, and manage complex cases.• Shift work including occasional overtime based on operational requirements.• Shift work in accordance with a pre-published duty roster(24 hours a day, 365 days a year)"
22,45255,Customer Support Specialist,BPO/ICT,INTERNATIONAL SOS AFRICAN SERVICES LTD,Mauritius,01.09.2025,"Would you like to make a difference every day?Are you looking for a new challenge in a fast-paced environment?Would you like to be a part of a truly international organization?• We are looking for empathetic customer-centric individuals to join a dynamic inbound call center team based in Moka, Mauritius.• Your role will be to manage inbound calls and ensure cases are managed effectively. This is an excellent opportunity for someone with previous experience in a customer service role who is looking for long term career progression.• Shift work including occasional overtime based on operational requirements.• Shift work in accordance with a pre-published duty roster (24 hours a day, 365 days a year)Important information :• Permanent Contract• Rotating working hours• Starting date: August 2025• Office based position (No remote)• Location: Moka, Mauritius"
35,45242,Administrative Assistant,Human Health & Social work activities,CAP RESEARCH LTD,Mauritius,31.07.2025,"We are seeking a highly motivated and detail-oriented Clinical Research Assistant to support the conduct of clinical trials in accordance with regulatory, ethical, and institutional guidelines. The clinical research assistant will assist with study coordination, participant recruitment, data collection, documentation, and communication among stakeholders to ensure the integrity and success of the research studies. The clinical research assistant is the administrative support of the medical, pharmacy & laboratory team during a clinical trial and liaises with the representatives of the sponsor of the clinical trial accordingly. The clinical research assistant will support and report to the Project Manager in these tasks."
36,45241,Human Resource Officer,Construction,METASIGN COMPANY LTD,Mauritius,31.08.2025,Metasign Co Ltd is looking for dynamic Human Resources Officer who will assist with the day-to-day operations of the HR functions and duties.
104,45140,Store Attendant,Manufacturing-Electronics & Electrical Products,FLUX LTD,Mauritius,31.12.2025,Store Attendant
115,45110,Lecturer,Education,CONFEDERATION OF INTERNATIONAL TALENTS LTD,Mauritius,31.08.2025,"Confederation of International Talents (CIT) is a dynamic and MQA-approved educational institution in Mauritius, dedicated to providing high-quality, globally recognized qualifications. As an accredited centre for OTHM, UK, we offer a range of professional diplomas designed to empower students for success in various industries, including Hospitality and Tourism. We are committed to nurturing cognitive development, critical thinking, and professional growth in our students.We are seeking a passionate, experienced, and dedicated Lecturer in Hospitality Management to join our academic team. This is an exciting opportunity to contribute to the development of future leaders in the vibrant hospitality and tourism sector.Position: Lecturer in Hospitality ManagementLocation: Royal Road, Pamplemousses, Mauritius"
116,45109,Lecturer,Education,CONFEDERATION OF INTERNATIONAL TALENTS LTD,Mauritius,31.08.2025,"Confederation of International Talents (CIT) is a dynamic and MQA-approved educational institution in Mauritius, dedicated to providing high-quality, globally recognized qualifications. As an accredited centre for OTHM, UK, we offer a range of professional diplomas designed to empower students for success in various industries, including Hospitality and Tourism. We are committed to nurturing cognitive development, critical thinking, and professional growth in our students.We are seeking a passionate, experienced, and dedicated Lecturer in Hospitality Management to join our academic team. This is an exciting opportunity to contribute to the development of future leaders in the vibrant hospitality and tourism sector.Position: Lecturer in Hospitality ManagementLocation: Royal Road, Pamplemousses, Mauritius"
2300,45085,Driver-Messenger,"Electricity, Gas, Steam & Air Conditioning supply",HAPPY HOUSE LTD,Mauritius,30.09.2025,WE’RE HIRING – RIDER/MESSENGER WANTED!Are you a reliable and safety-conscious driver looking for a new opportunity? Join our dynamic team and take the wheel of your career!Location: Happy House Ltd Port-Louis/ BagatelleWorking Hours: 08h30 to 17hr00 and Sat: 08h30 to 13hr00Start Date: Immediate
130,45055,Sales Assistant,Fashion and Design,TALLY WEIJL/PROMOD/MOA OUTLET,Mauritius,31.07.2025,"As a Sales Assistant, you will play a key role in providing excellent customer service and creating a positive shopping experience. You will assist customers in finding product that suits their needs, maintain a well-organized and visually appealing store, and support sales operations. This position is perfect for individuals passionate about fashion and customer engagement."
131,45052,Gardener,Trade,SOFLO DISTRIBUTION LTD,Mauritius,31.07.2025,"Maintaining and enhancing the beauty of plants, outdoor grounds, and trees within a garden."
138,45029,Administrative Officer,Manufacturing-Other,YIPTONG & SONS LIMITED,Mauritius,31.07.2025,To provide end-to-end administrative and operational support to the team. The Administrative Officer ensures timely order processing and stock accuracy.
140,45022,Fork-Lift Truck Operator,Manufacturing-Other,YIPTONG & SONS LIMITED,Mauritius,31.07.2025,To operate forklift truck in the Warehouse at Geoffroy
147,44987,"Driver, Truck/Goods Vehicle/Chauffeur Poid-Lourd",Manufacturing-Other,YIPTONG & SONS LIMITED,Mauritius,31.07.2025,- Perform deliveries of Customers-Take Responsibility of goods in transit- Maintain good working relation with customers
154,44945,Factory Worker,Trade,REY & LENFERNA,Mauritius,31.08.2025,"We are looking for a technically skilled Factory Workers to handle and control winding and dyeing machines and equipment. The latter inspects materials, identifies, and reports non-conformances to achieve high-quality and visually appealing finished textile products."
155,44942,Sales Assistant,Trade,SIMELEC LTÉE,Mauritius,31.08.2025,"We are seeking a motivated and enthusiastic Sales Assistant to join our sales team.In this role, you will be expected to assist with selling products, merchandise, and services to customers, as well as handling customer inquiries and complaints.Your responsibilities will include understanding the needs of our customers, keeping the sales floor stocked with merchandise and ensuring that it is presented attractively.The ideal candidate is a self-starter with a true talent for communicating with others.You should be able to learn our products and services and articulate their value to potential customers."
156,44941,Warehouse Coordinator / Supervisor,Trade,SIMELEC LTÉE,Mauritius,31.08.2025,"We are seeking a reliable, detail-oriented Warehouse Supervisor to oversee all warehouse activities, including receiving, storing, and dispatching items. Oversee and coordinate daily warehouse activities such as receiving and storing goods, managing inventory levels, ensuring the efficient delivery of products, and maintaining warehouse safety. Responsible for team leadership and for ensuring the smooth running of the warehouse.This position may require working in various weather conditions and requires physical activity."
160,44909,Sales Assistant,Manufacturing-Other,MYSA MAISON LTD,Mauritius,31.07.2025,"We are seeking a hardworking and customer-focused individual to join our retail team as a Store & Sales Assistant. The ideal candidate will effectively manage stock and assist customers, ensuring a seamless shopping experience.Retail Shop (Grand Baie, Tamarin, Soflo)"
161,44904,Accounting Officer,Manufacturing-Other,MYSA MAISON LTD,Mauritius,31.07.2025,"We are looking for a detail-oriented and proactive Accounts Officer to join our team. The successful candidate will be responsible for handling invoicing, costing, and assisting with administrative tasks to ensure the smooth operation of the office. This role requires a high level of accuracy and the ability to work independently. The key objective is to assist the Accountant to oversee and manage the transactional finance activities including internal controls."
2341,44843,Maintenance Officer,Hotel,TEMPO REAL LTD,Mauritius,31.07.2025,"The Maintenance Officer is responsible for performing routine and emergency maintenance tasks to ensure the hotel’s facilities, equipment, and systems operate safely and efficiently. This includes repairs, inspections, and preventative maintenance across plumbing, electrical, mechanical, and general building systems.Interested candidates may apply by:Calling: 265 6815Sending your CV to: hr@hotel-lepalmiste.mu"
2342,44842,Night Auditor,Hotel,TEMPO REAL LTD,Mauritius,31.07.2025,"The Night Auditor is responsible for overseeing hotel operations during the night shift, ensuring all financial and guest service tasks are completed accurately. This role combines accounting duties with front desk responsibilities, ensuring that the hotel runs smoothly overnight and that daily financial reports are accurate and ready for management.Interested applicants may apply by:Calling: 265 6815Sending your CV to: hr@hotel-lepalmiste.mu"
2343,44841,Receptionist,Hotel,TEMPO REAL LTD,Mauritius,31.07.2025,"The Hotel Receptionist is the first point of contact for guests and plays a key role in providing a warm welcome and delivering excellent customer service throughout the guest’s stay. The receptionist handles check-in and check-out procedures, manages reservations, and responds to guest inquiries with professionalism and efficiency.Interested applicants may apply by:Calling: 265 6815Sending your CV to: hr@hotel-lepalmiste.mu"
2346,44831,Housekeeping Supervisor,Hotel,TEMPO REAL LTD,Mauritius,31.07.2025,"The Housekeeping Supervisor is responsible for overseeing the daily operations of the housekeeping department to ensure the highest standards of cleanliness, order, and appearance throughout the hotel. This role includes supervising housekeeping staff, coordinating tasks, conducting inspections, and ensuring guest satisfaction.Interested candidates are invited to apply by:Calling: 265 6815Sending your CV to: hr@hotel-lepalmiste.mu"
3598,44814,Health and Safety Officer,Management Consultancy Activities,ESSENTIAL OXYGEN LTD,Mauritius,31.07.2025,"We are seeking a Junior Health & Safety Officer to support experienced safety and health professionals in maintaining a safe and healthy work environment. This role involves assisting with various tasks and provides an excellent opportunity to build essential skills in risk assessment, safety training, policy implementation, and compliance monitoring."
4552,44742,Beautician/ Beauty Therapist / Esthéticienne,Management Consultancy Activities,GWENS PROPERTIES LTD,Mauritius,21.08.2025,"Un de nos clients dans l’Ouest :Donne une formation gratuite de Technicien(ne) en extension de cils (avec promesse d’embauche)Horaires :Du lundi au dimanche de 9hrs00 à 17hrs00 (deux jours de repos par semaine, incluant un dimanche)Avantages:Option 1 : Contrat Durée IndéterminéSalaire de base de Rs 17,500 ,Prime de performance trimestrielle de Rs 3,000Prime de 10% sur les ventes de produitsPrime sur objectif de vente de produitTransport rembourséOption 2 : Free-lanceCommission de 15% sur chaque service effectuéHoraires flexiblesTransport rembourséMerci de nous envoyer votre CV sur recrutement@gml-mu.com ou au 5255 7740 / 5840 2010 par WhatsApp en précisant bien quel est le poste qui vous intéresse"
4555,44737,Project Coordinator,Management Consultancy Activities,GWENS PROPERTIES LTD,Mauritius,21.08.2025,"Recherche pour l’un de ses clients dans le centre :Un(e) Coordinateur (trice) de projet - Transformation et automatisationAvantages: :Salaire entre Rs 35,000 et Rs 50,000 (selon expérience).Assurance médicale prise en charge à 50% par l’entreprise.Télétravail possible 2 fois par semaine (après validation).Contrat en CDI.Horaires:Du lundi au vendredi de 9hrs à 17hrs30Merci de nous envoyer votre CV sur recrutement@gml-mu.com ou au 5255 7740/5840 2010 par WhatsApp en précisant bien quel est le poste qui vous intéresse"
4556,44736,Baker,Management Consultancy Activities,GWENS PROPERTIES LTD,Mauritius,21.08.2025,"Recherche pour l’un de ses clients dans le Nord:Un Commis boulangerAvantages :Salaire de base Rs 24,000 incluant une prime de présenceTransport aller-retour pris en charge rembourséHeures supplémentaires rémunérées et contrat en CDIDimanche payé selon la loi du travailHoraires :Du lundi au dimanche de 1h30 am à 08h30 am1 jour off par semaineMerci de nous envoyer votre CV sur recrutement@gml-mu.com ou au 5255 7740 / 5840 2010 par WhatsApp en précisant bien quel est le poste qui vous intéresse"
4559,44733,"Cook, General",Management Consultancy Activities,GWENS PROPERTIES LTD,Mauritius,21.08.2025,Recherche pour l’un de ses clients dans centre:Un commis de cuisineHoraires :Du lundi au dimanche avec un jour de repos par semaine (le mardi) de 14hrs30 à 23hrs30Avantages:Salaire de base de Rs 25 000Prime de présence de Rs 1 500Prime de Ponctualité de Rs 1 000Prime de Productivité de Rs 1 500Transport rembourséContrat en CDIMerci de nous envoyer votre CV sur recrutement@gml-mu.com ou au 5255 7740/5840 2010 par WhatsApp en précisant bien quel est le poste qui vous intéresse
178,44694,"Technician, General",Trade,REY & LENFERNA,Mauritius,31.08.2025,"We have exciting opportunities for Technicians in different fields to join our dynamic team.  You will assist in conducting and executing support services such as the reparation, installation, maintenance and demonstration of related products and equipment within a reasonable time and to ensure quality service."
179,44692,Administrative Assistant,Manufacturing-Electronics & Electrical Products,FLUX LTD,Mauritius,31.07.2025,Administrative Officer
187,44369,Consultant,Consultancy Services,ECOSIS LTD,Mauritius,31.08.2025,"Assistant Sustainability consultantEcosis is a sustainability and social impact consultancy.Its mission is to co-create the World we want.It is founded on strong values of discipline,rigour,  continuous improvement and ethics.We are looking for an assistant sustainability consultant. The ideal candidate wants more than just a job; someone who wants to work for positive change. The candidate must be ready to take on responsibilities and an avid learner.Interested individuals to write a motivation letter as part of the application procedure + fill in the following form   https://forms.gle/1J512NE8TSqQsux58"
188,44367,Draughtsperson,Construction,METASIGN COMPANY LTD,Mauritius,31.08.2025,"We are seeking a skilled Draughtsperson with a strong background in civil and metal works to join our team. In addition to preparing detailed technical and fabrication drawings, the Draughtsperson will also oversee day-to-day activities in the workshop to ensure smooth operations, quality fabrication, and timely delivery of projects."
193,44273,Mason,Construction,METASIGN COMPANY LTD,Mauritius,31.12.2025,"We are seeking an experienced and skilled Mason to join our construction team. The ideal candidate will be responsible for laying bricks, concrete blocks, stones, and other building materials to construct or repair walls, partitions, arches, and other structures. A strong understanding of construction plans, precision in measurements, and commitment to safety are essential for success in this role."
194,44272,Helper,Construction,METASIGN COMPANY LTD,Mauritius,31.12.2025,We are hiring a dependable Mason Helper to assist masons in construction and maintenance projects.
195,44271,Helper,Construction,METASIGN COMPANY LTD,Mauritius,31.12.2025,We are looking for a reliable and hardworking Welder Helper to support our welding operations.
196,44270,"Welder, General",Construction,METASIGN COMPANY LTD,Mauritius,31.12.2025,"We are seeking a skilled and detail-oriented Welder to join our team. The ideal candidate will be responsible for assembling, repairing, and fabricating metal structures and components using various welding techniques such as MIG, TIG, and arc welding. The Welder must be able to read and interpret technical drawings, blueprints, and specifications to ensure high-quality and precise workmanship. A strong commitment to safety protocols and quality standards is essential in this role."
4584,44238,Administrative Assistant,Construction,SERVICE TECHNIQUE DU BATIMENT (STB) LTEE,Mauritius,31.08.2025,Filing paperworkAnswering phone callsPreparing documents for meetingsManaging supervisors’ calendarsOrganizing meetingsGreeting office visitorsComposing documentsHandling general office tasksDirecting communications between colleagues and customersEntering dataBookkeepingMaintaining office equipment
4589,44052,Driver-Messenger,Construction,SERVICE TECHNIQUE DU BATIMENT (STB) LTEE,Mauritius,31.08.2025,• Collect materials from stores and suppliers and deliver the materials on assigned sites.• Perform preventative and regular maintenance on lorries and ensure that vehicle fluids are sufficient.• Drive company vehicles to pick or drop employees.• Work overtime when needed to pick up workers from sites and drop them home.• Pick up/ drop employees to airport when needed.• Report any serious mechanical problems to the concerned individual within the company.• Supervise the loading of the vehicle so that goods are safely loaded and secured to minimise chances of damage.• Make-certain that all paperwork accompanying goods is complete.• Drive the vehicle safely and in accordance with the law.• Report any accidents as soon as possible and in compliance with the company’s accident reporting procedure.• Deliver important documents to required destinations.• Ensure that all deliveries have been signed and delivered to the correct recipient.• Follow a schedule to ensure timely delivery.• Keep vehicle clean and maintained at all times.• Other cognate duties as may be assigned by Management.
203,44049,Shop Assistant,Trade,ELECTRO HIVE LIMITED,Mauritius,01.10.2025,Sales Person in Electronic Gadget Shop
206,43894,"Driver, Bus",Travel & Tours,PERLE DU JOUR,Mauritius,05.09.2025,DRIVE PUBLIC BUS ALONG ROUTES AUTHORISED BY THE NATIONAL LAND TRANSPORT AUTHORITY (NLTA)
207,43877,"Driver, Truck/Goods Vehicle/Chauffeur Poid-Lourd",Entrepreneurship-Other Service activities,HYGIENE SOLUTIONS ( MAURITIUS) LTD,Mauritius,29.08.2025,Driver/storekeeper
212,43703,Administrative Assistant,Social Services,T1DIAMS,Mauritius,31.07.2025,"We got an amazing internship for you!We are looking for a dynamic Administrative Intern on YEP Scheme for 1 Year to work in our Administrative Department at T1 Diams, the NGO providing multidisciplinary support to people living with Type 1 diabetes in Mauritius and Rodrigues Island."
216,43565,Pumping Station Operator,"Electricity, Gas, Steam & Air Conditioning supply",KEWALPARSAD & CO LTD,Mauritius,31.12.2025,The job requires assisting customers by serving fuel and gas.
218,43495,"Plumber and Pipe Fitter, General",Construction,SOLVCON LIMITED,Mauritius,31.12.2025,Laying of pipes and fittingsPipe connectionsSewage connections
220,43346,Nursing Officer,Human Health & Social work activities,CITY CLINIC GROUP,Mauritius,31.10.2025,"A Nursing Officer is responsible for overseeing patient care, ensuring adherence to medical protocols, and supervising nursing staff. They coordinate healthcare services, maintain high standards of patient care, and support the management team in administrative and operational functions."
221,43329,"Driver, Private Car",Human Health & Social work activities,CITY CLINIC GROUP,Mauritius,31.10.2025,"The role involves transporting patients, staff, and medical supplies safely and efficiently. Candidates must hold a valid license, be skilled in driving manual transmission vehicles, and be capable of driving ambulances when required. Flexibility for shifts, including emergencies, is essential."
4610,43122,Custom Clerk,Transport and Storage,AQUALINE LOGISTICS LTD,Mauritius,31.07.2025,liaise with customs and excise officersliaise with ministries and other authorities as requiredliaise with customers and other stakeholders
4133,43104,Electrician,Manufacturing-Other,HOW HONG & CO LTD,Mauritius,31.08.2025,"Monitor and analyze electric systems.Repair Broken and Wiring Equipment.Test devices for improvement, safety and quality control."
226,42938,Aluminium Fabricator,Construction,AMF  MOHAMMAD  & SON  LTD,Mauritius,02.12.2025,aluminium fabricators
227,42915,Cashier,Human Health & Social work activities,CITY CLINIC GROUP,Mauritius,31.10.2025,"Ensuring smooth financial transactions within a healthcare facility. They manage payments, provide accurate billing, and deliver excellent customer service to patients, ensuring a positive experience in the clinic."
228,42914,Health Care Assistant,Human Health & Social work activities,CITY CLINIC GROUP,Mauritius,31.10.2025,"We are looking for a compassionate and dedicated Health Care Assistant to join our healthcare team. In this role, you will provide essential support to patients and medical staff, ensuring high-quality care and a positive patient experience."
229,42913,Receptionist,Human Health & Social work activities,CITY CLINIC GROUP,Mauritius,31.10.2025,"1.Greet patients and visitors with professionalism and warmth.2.Answer phone calls, respond to inquiries, and schedule appointments.3.Manage the clinic’s appointment system to minimize wait times."
230,42895,Debt Collector,BPO/ICT,IQERA INDIAN OCEAN,Mauritius,31.12.2025,Debt recovery
232,42878,CNC Milling and Lathe Machine Operator/Machiniste CNC,Manufacturing-Furniture,ATELIER DECO LTEE,Mauritius,31.07.2025,"1. Plans machining by studying work orders, blueprints, engineering plans, materials, and orthographic drawings.2. Takes inventory by checking stock to determine the amount available, anticipated stock, and placing orders.3. Programs mills and lathes by entering instructions, including zero and reference points.4. Sets-up mills and lathes by installing and adjusting three- and four-jaw chucks, tools, and attachments.5. Loads feed mechanism by lifting stock into position.6. Verifies settings by measuring positions, first-run part, and sample workpieces.7. Maintains specifications by observing drilling, grooving, and cutting, including turning, facing, knurling, and thread chasing operations.8. Maintains safe operations by adhering to safety procedures and regulations.9. Maintains equipment by completing preventive maintenance requirements.10. Maintains continuity among work shifts by documenting and communicating actions.11. Documents actions by completing production and quality logs.12. Updates job knowledge by participating in educational opportunities."
236,42820,Security Guard,Consultancy Services,CAREER MOVES,Mauritius,01.12.2025,"A Security Guard is responsible for maintaining a safe and secure environment by monitoring premises, preventing theft or vandalism, and ensuring the safety of people and property."
237,42812,Event Management Executive,Social Services,T1DIAMS,Mauritius,31.07.2025,"T1 Diams, the NGO providing multi-disciplinary support to people living with Type 1 diabetes in Mauritius and Rodrigues Island is looking for an Event Coordinator with 1 year of experience and excellent communication and event coordination skills."
239,42773,"Driver, Private Car",Construction,CIVELMEC GROUP LTD,Mauritius,31.07.2025,-Messenger
240,42760,Gardener,Administrative,GHYDRO BROS & SONS LTD,Mauritius,16.10.2025,We are looking for Gardener position for Ghydro Bros And sons ltd
595,42751,"Cook, Hotel/Restaurant",Human Health & Social work activities,RGT (HEALTHCARE) LTD,Mauritius,15.09.2025,Royal Green is looking for creative and energic Cooks to join its team of professionals assisting in food preparation.
242,42741,Field Crop Farmer,Administrative,GHYDRO BROS & SONS LTD,Mauritius,22.08.2025,We are looking for field crop skilled workers
243,42737,"Machine Operator, Bakery products",Manufacturing-Food Products & Beverages,ICE CREAM CONES LTD,Mauritius,01.11.2025,"I am currently seeking workers who are capable of operating machinery ,assembling products, and utilizing an industrial mixer, which will then be processed into finished products."
