id,job_id,title,sector,employer,country,closing_date,summary
68,45206,Pastry Maker,Management Consultancy Activities,GWENS PROPERTIES LTD,Mauritius,27.07.2025,"Recherche pour l’un de ses clients dans le Sud-Ouest:Un(e) Pâtissier(ère)Compétences requises :Très bonne présentationExpérience à un poste similaire obligatoireCapacité à être autonome et rapideHoraires :Du lundi au dimanche, de 01hrs am à 9hrs am ou de 06hrs am à 14hrs pm1 jour de congé par semaine  (selon le planning)Avantages:Salaire de base  Rs 28,000 incluant la prime de présence (Négociable)Transport pris en charge ou rembourséHeures supplémentaires rémunéréesContrat en CDIDimanche payé selon la loi du travailMerci de nous envoyer votre CV sur recrutement@gml-mu.com ou au 5255 7740 / 5840 2010 par WhatsApp en précisant bien quel est le poste qui vous intéresse"
69,45204,Human Resource Officer,Construction,WENSENG INTERNATIONAL CO LTD,Mauritius,30.07.2025,Head the Hr Department administrative job
79,45191,Trainee Engineer,Renewable Energy and Circular Economy,GREENYELLOW INDIAN OCEAN,Mauritius,31.07.2025,"Objective of the RoleThe trainee will gain hands-on experience in Solar Performance Analysis and Energy Efficiency (EE) Optimisation, working alongside experienced professionals in both domains. This structured 2-year program will prepare the candidate for a future role in renewable energy asset management."
84,45181,Housemaid,Private Household,WU WENSHENG,Mauritius,31.07.2025,"responsible For the clealiness of the household , Provide support for daily living activities"
88,45167,Maintenance Technician,Manufacturing-Food Products & Beverages,FOOD CANNERS LTD,Mauritius,31.07.2025,"Maintenance repair, preventive maintenance, installations and troubleshooting of plant equipment"
89,45166,Store and Stock Controller,Restaurant,GREEN IS BETTER (MAURITIUS ) LTD,Mauritius,30.07.2025,Ability to manage inventory levels to meet business needs
90,45165,Finance Officer,Restaurant,GREEN IS BETTER (MAURITIUS ) LTD,Mauritius,30.07.2025,Responsible for managing an organization’s financial transaction.
91,45164,"Driver, Van, Light and Local Transport",Restaurant,GREEN IS BETTER (MAURITIUS ) LTD,Mauritius,30.07.2025,Delivering and transporting goods
92,45163,Machine Operators,Manufacturing-Food Products & Beverages,FOOD CANNERS LTD,Mauritius,31.07.2025,"Operate equipment in Production, Labelling and Store section"
93,45162,Factory Attendant,Manufacturing-Food Products & Beverages,FOOD CANNERS LTD,Mauritius,31.07.2025,"Conduct manual task in Production, Store and Labelling Section related to the manufacturing processes"
94,45159,Golf Cart Attendant,Hotel,AVALON GOLF ESTATE,Mauritius,31.07.2025,"The Golf Operation Attendants will anticipate and fulfill customer needs in a variety of responsibilities as assigned which may include work in Practice Range,  Driving Range, Starting and/or Course Play"
95,45158,Kitchen Steward,Hotel,AVALON GOLF ESTATE,Mauritius,31.07.2025,"Ensure the kitchen is clean, well maintained and organised at all timesEnsure floors are dry and clean at all times.Organize cleaning chemicals and supplies and check chemical inventoryCollect and remove trash from all areas of the operation following established procedures."
96,45157,Waiter/Waitress,Hotel,AVALON GOLF ESTATE,Mauritius,31.07.2025,"To execute all mise-en-place duties and responsibilities as directed, on time, according to the predetermined standardsTo engage in food and beverage service delivery as per the predetermined standards and sequence."
98,45150,"Driver, Truck/Goods Vehicle/Chauffeur Poid-Lourd",Agriculture,GREENWORLD CO.LTD,Mauritius,31.07.2025,"Greenworld Co. Ltd is an agricultural enterprise engaged in sustainable farming practices. We are looking for a reliable Goods Vehicle Driver to handle the safe and timely transport of agricultural produce, materials, and equipment across various locations in Mauritius. The role also involves basic vehicle maintenance and assisting with loading and unloading when required."
99,45149,"Carer, Private Household",Human Health & Social work activities,THE GENIUS IN X RAYS LTD,Mauritius,31.07.2025,"TO TAKE CARE OF AN ELDERLY LADYDO HOUSEHOLD JOBS, CLEANING, IRONING AND COOKING"
100,45147,Nursing Officer,Human Health & Social work activities,THE GENIUS IN X RAYS LTD,Mauritius,31.07.2025,TO ATTEND PATIENTS AND ASSIST DOCTORS
101,45146,Pharmacy Dispenser,Human Health & Social work activities,THE GENIUS IN X RAYS LTD,Mauritius,31.08.2025,TO WORK AS PHARMACY DISPENSER IN A PHARMACY IN PAMPLEMOUSSES
102,45145,Housemaid,Human Health & Social work activities,THE GENIUS IN X RAYS LTD,Mauritius,31.07.2025,"TO TAKE CARE OF ELDERLY LADY, DO HOUSEHOLDS WORKS AND COOKING"
103,45142,Cleaner,Real Estate,BROLL INDIAN OCEAN LTD,Mauritius,30.07.2025,"We are seeking reliable and detail-oriented cleaners to maintain cleanliness and hygiene standards in assigned facilities. The cleaning operative will be responsible for performing a variety of cleaning tasks including sweeping, mopping, dusting, sanitising restrooms, emptying bins and replenishing supplies."
106,45137,Administrative Assistant,Manufacturing-Other,FOODS WORTH CO LTD,Mauritius,31.07.2025,"Foods Worth Co Ltd (Maubon) is searching for an Administrative Assisant/Secretary, preferably with experience and residing in the South. Candidates should have good knowledge of manipulating Softwares (Windows), knowledge in managing Microsoft Office (Word, Excel, Powerpoint, etc..), emails and Management Softwares as Quickbooks would be a surplus."
108,45130,"Driver, Bus",Transport and Storage,UBS TRANSPORT LTD,Mauritius,31.07.2025,Driving of buses
109,45125,Project Manager/Leader,Construction,WENSENG CONTRACTING CO LTD,Mauritius,31.07.2025,"resources alloocation , ensure skateholders satisfaction , ensure that projects are completed on time , edit promotional deals for hotel conciergerie"
110,45121,"Driver, Van, Light and Local Transport",Cleaning Services,KEEP CLEAN LTD,Mauritius,05.08.2025,Filling of daily planning sheetCollect purchases from suppliersDelivery of materials on site
112,45114,Human Resource Assistant,Construction,SERVENG LIMITED,Mauritius,31.07.2025,"Renewal of all permits relating to HR Department,Managing expatriates and mauritian workers"
113,45113,Human Resource and Expatriate Coordinator,Construction,SERVENG LIMITED,Mauritius,31.07.2025,"Management of expatriate workersRenew work permit, residence permit, manage dormitories, knowledge of the labour law"
118,45099,Sales Representative,Banking & Finance,ASSURLAND BROKERS (MAURITIUS) LTD,Mauritius,31.07.2025,"Rejoignez Notre Equipe en tant que Commercial(e) en Assurance !Nous recherchons un(e) commercial(e) en Assurance dynamique et motivé(e) pour renforcer notre équipe. Si vous êtes passionné(e) par le conseil, la relation client et que vous avez le sens du défi, cette opportunité est faite pour vous !"
119,45098,Room Attendant,Hotel,RIU LE MORNE,Mauritius,31.07.2025,"???? Join Our Global Family at RIU Hotels & Resorts!With over 100 hotels in 20+ countries and more than 70 years of hospitality excellence, RIU Hotels & Resorts is a global leader known for exceptional service, innovation, and warm hospitality. In June 2024, we proudly opened RIU Turquoise and RIU Palace Mauritius, forming the largest hotel cluster in Mauritius on the iconic Le Morne Brabant peninsula.Join us as we continue to redefine luxury and excellence. Whether you’re seeking to grow your career, explore new horizons, or work with a dynamic, inclusive team, RIU Turquoise and RIU Palace Mauritius offer unparalleled opportunities to thrive.Position: Room AttendantDepartment: Housekeeping???? About the RoleAs a Room Attendant, you will play a key role in maintaining the cleanliness and comfort of guest rooms, ensuring that every guest has an exceptional stay. This position is ideal for individuals who take pride in their work and excel in delivering high standards of cleanliness and organization.???? What You’ll DoClean and service guest rooms to the highest standards, ensuring they are spotless and welcoming.Replace linens, towels, and amenities as needed, ensuring consistency and attention to detail.Report any maintenance issues or lost and found items promptly to the housekeeping supervisor.Organize and restock housekeeping carts with necessary supplies for the day.Assist in maintaining public areas, hallways, and service areas as required.Provide courteous and professional service to guests, addressing their needs with discretion.?? What We’re Looking ForPrevious housekeeping experience is preferred but not essential—training will be provided.A strong attention to detail and commitment to maintaining high cleanliness standards.Physical stamina to perform cleaning tasks and work on your feet for extended periods.A positive attitude and team-oriented approach to contribute to a collaborative work environment.???? What You’ll GetAttractive Remuneration Package and Bonuses: Enjoy a competitive salary and bonuses as part of our commitment to rewarding your work.Access to Company Healthcare: After completing one year of service, you’ll gain access to healthcare coverage, with 50% of the cost covered by the company.Efficient Staff Transport: We provide reliable and efficient transport options for all employees to ensure a stress-free commute.Nutritive Meals While on Duty: Enjoy well-balanced, nutritious meals to keep you energized during your work hours.Special Discounts: Benefit from exclusive discounts at all RIU Hotels & Resorts worldwide, giving you the opportunity to explore our global properties.???? Why RIU Hotels & Resorts?Your Growth is Our Priority: At RIU Hotels & Resorts, we believe in nurturing talent from within. We are proud to provide our team members with opportunities to advance their careers through training, mentorship, and internal promotions, ensuring your potential is recognized and rewarded—whether locally or internationally.A Culture of Belonging: Join a team where your ideas and efforts truly matter. We foster an inclusive, collaborative environment where every voice is heard, and success is celebrated together.Rewarding Your Commitment: Enjoy a career with competitive compensation, employee benefits, and perks that reflect our appreciation for your dedication and excellence.???? Our CommitmentAt RIU Hotels & Resorts, we value diversity, equity, and inclusion as fundamental pillars of our success. We welcome all applications, regardless of gender, ethnicity, religion, disability, age, sexual orientation, or gender identity. We believe that a diverse team enriches our culture and drives excellence in service.Additionally, we are firmly committed to sustainability and social responsibility. Through our Proudly Committed strategy, we place sustainability at the heart of all our decisions. This program reflects our dedication to minimizing environmental impact, promoting responsible practices, and making a positive contribution to the communities where we operate.By joining RIU, you will become part of a company that not only strives for service excellence but also aims to create a positive impact on the world.Apply here! https://jobs-asia.riu.com/jobs/5320391-room-attendant"
121,45096,Maintenance Technician,Hotel,RIU LE MORNE,Mauritius,31.07.2025,"Join Our Global Family at RIU Hotels & Resorts!At RIU Hotels & Resorts, we’ve been shaping unforgettable experiences for over 70 years. With over 100 hotels in 20+ countries, we are a global leader in hospitality, renowned for exceptional service, innovation, and warm hospitality. Join a company that invests in your growth, celebrates diversity, and offers limitless opportunities to thrive.Position: Senior Maintenance TechnicianDepartment: Maintenance???? About the RoleThis is a unique opportunity to join RIU Hotels & Resorts as a Senior Maintenance Technician. In this role, you will be integral in performing routine maintenance and repairs on hotel equipment and systems. You’ll leverage your expertise in General Maintenance to contribute to our commitment to excellence and innovation.???? What You’ll DoPerform routine maintenance and repairs on hotel equipment and systems.Conduct inspections to identify and resolve issues promptly.Ensure the hotel’s facilities are in optimal condition, ensuring guest satisfaction.Collaborate with other departments to maintain a safe and functional environment.?? What We’re Looking ForSomeone who has a passion for hospitality and creating a seamless experience for guests.Previous experience in a similar role is preferred but not mandatory.You should have excellent problem-solving skills, a proactive attitude, and the ability to work efficiently in a fast-paced environment.???? Why RIU Hotels & Resorts?Your Growth is Our Priority: At RIU Hotels & Resorts, we believe in nurturing talent from within. We are proud to provide our team members with opportunities to advance their careers through training, mentorship, and internal promotions, ensuring your potential is recognized and rewarded—whether locally or internationally.A Culture of Belonging: Join a team where your ideas and efforts truly matter. We foster an inclusive, collaborative environment where every voice is heard, and success is celebrated together.Rewarding Your Commitment: Enjoy a career with competitive compensation, employee benefits, and perks that reflect our appreciation for your dedication and excellence.???? Our CommitmentAt RIU Hotels & Resorts, we value diversity, equity, and inclusion as fundamental pillars of our success. We welcome all applications, regardless of gender, ethnicity, religion, disability, age, sexual orientation, or gender identity. We believe that a diverse team enriches our culture and drives excellence in service.Additionally, we are firmly committed to sustainability and social responsibility. Through our Proudly Committed strategy, we place sustainability at the heart of all our decisions. This program reflects our dedication to minimizing environmental impact, promoting responsible practices, and making a positive contribution to the communities where we operate.By joining RIU, you will become part of a company that not only strives for service excellence but also aims to create a positive impact on the world."
122,45095,Waiter/Waitress,Hotel,RIU LE MORNE,Mauritius,31.07.2025,"???? Be Part of a Global Legacy with RIU Hotels & Resorts! ????At RIU Hotels & Resorts, we’ve been shaping unforgettable experiences for over 70 years. With more than 100 hotels across 20+ countries, we are a global leader in hospitality, renowned for exceptional service and warm hospitality. Join a company that values your growth, celebrates cultural diversity, and offers limitless opportunities to thrive.???? Position: Waiter???? Department: Food and Beverage???? About the RoleAs a Waiter, you will be at the heart of our dining experience, ensuring every guest enjoys impeccable service and attention to detail. You will be responsible for delivering exceptional hospitality, anticipating guest needs, and contributing to a seamless operation in our restaurants and bars. Your dedication and enthusiasm will help create memorable experiences for our guests.???? What You’ll Do? Greet and guide guests to ensure an outstanding dining experience.????? Take and serve orders efficiently, always adhering to service standards.???? Ensure cleanliness and readiness of the dining area at all times.???? Work collaboratively with the team to exceed guest expectations.?? What We’re Looking For? A passion for hospitality and delivering excellent service.???? Prior experience in food and beverage service is preferred.???? Ability to thrive in a fast-paced, team-oriented environment.???? Strong communication skills, with English proficiency preferred; additional languages are a plus.???? Why RIU Hotels & Resorts????? Work in inspiring and beautiful destinations around the world.???? Be part of a diverse global team operating in over 20 countries.???? Benefit from continuous learning and opportunities for career advancement.???? Enjoy a positive and inclusive workplace that values your contributions.???? Inclusivity & Non-DiscriminationAt RIU Hotels & Resorts, we are committed to creating an environment where everyone feels valued and respected. We celebrate diversity and are proud to be an equal-opportunity employer. All applicants will be considered without regard to race, color, religion, gender, sexual orientation, national origin, disability, or age. Your individuality makes us stronger! ????"
123,45094,"Commis, Kitchen",Hotel,RIU LE MORNE,Mauritius,31.07.2025,"Join Our Global Family at RIU Hotels & Resorts!With over 100 hotels in 20+ countries and more than 70 years of hospitality excellence, RIU Hotels & Resorts is a global leader known for exceptional service, innovation, and warm hospitality. In June 2024, we proudly opened RIU Turquoise and RIU Palace Mauritius, forming the largest hotel cluster in Mauritius on the iconic Le Morne Brabant peninsula.Join us as we continue to redefine luxury and excellence. Whether you’re seeking to grow your career, explore new horizons, or work with a dynamic, inclusive team, RIU Turquoise and RIU Palace Mauritius offer unparalleled opportunities to thrive.Position: Commis IIDepartment: Kitchen???? About the RoleAs a Commis II, you will support the culinary team in creating outstanding dishes and ensuring smooth kitchen operations. This role is ideal for individuals with some culinary experience who are ready to take the next step in their career and work in a vibrant, world-class environment.???? What You’ll DoAssist in food preparation and cooking tasks with minimal supervision from senior chefs.Ensure all ingredients are prepared and ready for use, contributing to seamless kitchen workflows.Monitor food quality and presentation to maintain RIU’s high standards.Maintain cleanliness and organization of your workstation and kitchen areas.?? What We’re Looking ForPrior experience in a professional kitchen, with basic culinary training preferred.A strong passion for cooking and a commitment to continuous learning.???? What You’ll GetAttractive Remuneration Package and Bonuses: Enjoy a competitive salary and bonuses as part of our commitment to rewarding your work.Access to Company Healthcare: After completing one year of service, you’ll gain access to healthcare coverage, with 50% of the cost covered by the company.Efficient Staff Transport: We provide reliable and efficient transport options for all employees to ensure a stress-free commute.Nutritive Meals While on Duty: Enjoy well-balanced, nutritious meals to keep you energized during your work hours.Special Discounts: Benefit from exclusive discounts at all RIU Hotels & Resorts worldwide, giving you the opportunity to explore our global properties.???? Why RIU Hotels & Resorts?Your Growth is Our Priority: At RIU Hotels & Resorts, we believe in nurturing talent from within. We are proud to provide our team members with opportunities to advance their careers through training, mentorship, and internal promotions, ensuring your potential is recognized and rewarded—whether locally or internationally.A Culture of Belonging: Join a team where your ideas and efforts truly matter. We foster an inclusive, collaborative environment where every voice is heard, and success is celebrated together.Rewarding Your Commitment: Enjoy a career with competitive compensation, employee benefits, and perks that reflect our appreciation for your dedication and excellence.???? Our CommitmentAt RIU Hotels & Resorts, we value diversity, equity, and inclusion as fundamental pillars of our success. We welcome all applications, regardless of gender, ethnicity, religion, disability, age, sexual orientation, or gender identity. We believe that a diverse team enriches our culture and drives excellence in service.Additionally, we are firmly committed to sustainability and social responsibility. Through our Proudly Committed strategy, we place sustainability at the heart of all our decisions. This program reflects our dedication to minimizing environmental impact, promoting responsible practices, and making a positive contribution to the communities where we operate.By joining RIU, you will become part of a company that not only strives for service excellence but also aims to create a positive impact on the world."
125,45071,Compliance Officer,BPO/ICT,IQERA INDIAN OCEAN,Mauritius,31.07.2025,"Supervise and support the local compliance team.Define priorities, allocate tasks, monitor progress, and ensure team development."
126,45070,IT Manager,BPO/ICT,IQERA INDIAN OCEAN,Mauritius,31.07.2025,"Supervise the local team, plan the team’s work, and organize priority management."
127,45068,Recruiter,BPO/ICT,IQERA INDIAN OCEAN,Mauritius,31.07.2025,"Manage advertisements, in collaboration with the Recruitment Coordinator"
128,45067,IT Support Officer,BPO/ICT,IQERA INDIAN OCEAN,Mauritius,31.07.2025,"Collect user requests via ticketing system, phone or directly."
133,45044,"Driver, Van, Light and Local Transport",Trade,LOVELY HOME LTD,Mauritius,31.07.2025,"Are you a responsible and reliable driver with experience in stock handling? Do you have a valid Goods Vehicle License and a clean record? If yes, Lovely Home Limited is looking for you!"
136,45037,Upholsterer/Garnisseur,Manufacturing-Other,HORIZONBLEND COMPANY LTD,Mauritius,30.07.2025,"We are looking for a reliable and skilled Upholsterer to join our company.Location: Royal Road, Bramsthan, Central FlacqYou will work mainly on restoring car interiors and repairing existing furniture upholstery. We do not build furniture from scratch - we restore and reupholster existing pieces."
137,45033,Tourist Guide,Sports and Leisure,BLUE SUBMARINE LTD,Mauritius,31.07.2025,"SUBMARINE PILOTWe are seeking a skilled and safety-conscious Tourist Submarine Pilot Apprentice to learn how  operate and navigate our passenger submarine for underwater tours.The ideal candidate will ensure a safe, informative, and enjoyable experience for all guests while maintaining the highest standards of marine operations and customer service."
139,45027,Helper,Manufacturing-Jewellery,SHOBHA JEWELS,Mauritius,31.07.2025,Provide overall assitant in the company
141,45008,"Helper, Store",Trade,EXPRESS MART LTD,Mauritius,31.07.2025,"• Assist customers with locating products and answering queries.• Restock shelves and ensure products are organized and displayed correctly.• Maintain store cleanliness by sweeping, mopping, and dusting as needed.• Help in unloading deliveries and organizing stock in storage areas.• Ensure price tags are accurate and up to date.• Assist with inventory counts and reporting discrepancies.• Support sales staff during peak hours to manage customer flow."
142,44995,Watchman,Transport and Storage,MS WAREHOUSING AND LOGISTICS LTD,Mauritius,31.07.2025,"1. To secure premises and personnel by patrolling property; monitoring surveillance, inspecting buildings, equipment, and access points; etc..2. Respond to queries, and provide information to visitors/ Clients as and when required3. To call relevant Authorities in cases of emergency, such as fire or presence of unauthorized persons.If you feel you have the qualities, drop your CV on the following Email Address or call on 52569330.Email Address: adaroga@mswl.mu"
143,44994,"Driver, Private Car",Construction,KYA ENGINEERS LTD,Mauritius,31.07.2025,"We are looking for a dependable and professional Personal Driver with a minimum of 5 years of experience in a similar role. The successful candidate will be responsible for transporting the employer safely and punctually to various destinations, maintaining the vehicle in excellent condition, and ensuring discretion and confidentiality at all times. The role requires a high level of reliability, road safety awareness, and a courteous attitude."
152,44952,"Helper, Store",Trade,CHONG & SONS DISTRIBUTION LTD,Mauritius,31.07.2025,"We are seeking a hardworking and reliable warehouse helper to assist with day-to-day operations in our warehouse. The ideal candidate will be physically fit, detail-oriented, and able to work efficiently in a fast-paced environment. This role involves handling, moving, and organizing stock, as well as ensuring the warehouse remains clean, safe, and well-organized."
153,44951,"Driver, Truck/Goods Vehicle/Chauffeur Poid-Lourd",Trade,CHONG & SONS DISTRIBUTION LTD,Mauritius,31.07.2025,"We are looking for a responsible, experienced, and safety-conscious driver to join our team. The ideal candidate will have a clean driving record, strong knowledge of local routes, and a professional attitude. This role involves transporting goods, company staff, safely and efficiently, ensuring the vehicle is well-maintained at all times."
157,44939,Accounts clerk,Trade,SIMELEC LTÉE,Mauritius,31.07.2025,"Manage transactions, reports, and files. They also handle payments and administrative tasks to ensure smooth operations, Payroll,"
159,44934,Interior Designer,Manufacturing-Furniture,ATELIER DECO LTEE,Mauritius,31.07.2025,"Join our team as an Interior Designer in an expanding company and become a key part of a dynamic, customer-focused operation. We encourage all interested candidates to apply, as all applications will be evaluated.Let’s meet to talk about it ! :)"
162,44829,Trainee Engineer,Engineering Services,AXIS ENGINEERS LTD,Mauritius,31.07.2025,TRAINEE/JUNIOR MECHANICAL ENGINEERPermanentQualifications and Requirements• Degree in Mechanical Engineering• A minimum of 1-3 years experience in building          services design/construction site environment.• Well versed in AutoCAD• Valid driving license (manual)
163,44823,Receptionist,Manufacturing-Electronics & Electrical Products,RENTACOLOR (MAURITIUS) LTD,Mauritius,31.07.2025,"ReceptionistServe as the first point of contact for visitors, clients, and staff.Greet guests in a professional and welcoming manner.Answer and direct incoming phone calls and emails.Manage front desk operations, appointments, and inquiries.Provide administrative support to various departments.Maintain a clean and organized reception area.Perform assigned administrative and clerical tasks, among other duties as required"
164,44822,Electronics Technician,Manufacturing-Electronics & Electrical Products,RENTACOLOR (MAURITIUS) LTD,Mauritius,31.07.2025,"Install, maintain, and repair electronic systems and devices in accordance with technical standards.Diagnose and troubleshoot faults in electronic equipment and components.Read and interpret electronic schematics, diagrams, and technical documentation.Work independently or as part of a team to complete assigned projects.Ensure compliance with safety regulations and industry best practices.Maintain records of maintenance and repairs for electronic systems.Perform assigned tasks efficiently and professionally, among other duties as required."
165,44821,Electrician,Manufacturing-Electronics & Electrical Products,RENTACOLOR (MAURITIUS) LTD,Mauritius,31.07.2025,"Senior ElectricianLead the installation, maintenance, and repair of electrical systems and equipment.Interpret blueprints, wiring diagrams, and technical specifications.Supervise and mentor junior electricians and technicians.Ensure all work complies with local electrical codes and safety standards.Conduct advanced troubleshooting and resolve complex electrical issues.Coordinate with other departments and contractors on project requirements.Manage electrical work schedules and documentation, among other duties as required."
166,44820,Electrician,Manufacturing-Electronics & Electrical Products,RENTACOLOR (MAURITIUS) LTD,Mauritius,31.07.2025,"Junior ElectricianAssist in the maintenance, installation, and repair of equipment and systems.Work under the supervision of senior technicians or engineers.Perform basic troubleshooting and diagnostics.Follow technical manuals, instructions, and safety guidelines.Learn and apply technical skills in a hands-on environment.Support team efforts in delivering efficient and reliable technical services.Carry out assigned tasks, among other duties as required"
167,44781,Trainee Engineer,Engineering Services,AXIS ENGINEERS LTD,Mauritius,31.07.2025,TRAINEE/JUNIOR MECHANICAL ENGINEER-Degree in Mechanical Engineering-Minimum 1-3 years experience-Well versed in AutoCAD-Valid driving license (Manual)Interested Candidates are invited to send their CV directly to info@axisengineers.mu
